0.06.260.211 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.06.260.443 I srv          init: The UI is disabled
0.06.260.444 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.06.269.783 I srv    load_model: loading model '<LOCAL_RUNTIME>\models\Qwen3.5-4B-Q4_K_M.gguf'
0.08.266.918 I cmn          init: llama threadpool init, n_threads = 6
0.08.362.689 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.08.362.845 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.08.369.504 I srv  llama_server: model loaded
0.08.369.519 I srv  llama_server: listening on http://127.0.0.1:18085
8.48.671.218 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
51.45.983.161 I slot print_timing: id  0 | task 139753 | n_gen =    112, tg =  36.80 t/s, tg_3s =  37.13 t/s
51.46.699.785 I slot print_timing: id  0 | task 139753 | prompt eval time =    1302.51 ms /  1938 tokens (    0.67 ms per token,  1487.90 tokens per second)
51.46.699.796 I slot print_timing: id  0 | task 139753 |        eval time =    3732.69 ms /   145 tokens (   25.92 ms per token,    38.58 tokens per second)
51.46.699.798 I slot print_timing: id  0 | task 139753 |       total time =    5035.19 ms /  2083 tokens
51.46.699.800 I slot print_timing: id  0 | task 139753 |    graphs reused =     135836
51.46.700.237 I slot      release: id  0 | task 139753 | stop processing: n_tokens = 2082, truncated = 0
51.46.713.352 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3100443348
51.46.713.998 I slot launch_slot_: id  0 | task 139905 | processing task, is_child = 0
51.49.666.450 I slot print_timing: id  0 | task 139905 | prompt eval time =     595.60 ms /   650 tokens (    0.92 ms per token,  1091.35 tokens per second)
51.49.666.466 I slot print_timing: id  0 | task 139905 |        eval time =    2356.82 ms /   150 tokens (   15.82 ms per token,    63.22 tokens per second)
51.49.666.469 I slot print_timing: id  0 | task 139905 |       total time =    2952.41 ms /   800 tokens
51.49.666.470 I slot print_timing: id  0 | task 139905 |    graphs reused =     135984
51.49.666.567 I slot      release: id  0 | task 139905 | stop processing: n_tokens = 799, truncated = 0
51.49.711.477 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3103409676
51.49.711.798 I slot launch_slot_: id  0 | task 140059 | processing task, is_child = 0
51.53.639.470 I slot print_timing: id  0 | task 140059 | n_gen =    197, tg =  65.23 t/s, tg_3s =  65.56 t/s
51.54.533.137 I slot print_timing: id  0 | task 140059 | prompt eval time =     922.86 ms /  1496 tokens (    0.62 ms per token,  1621.05 tokens per second)
51.54.533.145 I slot print_timing: id  0 | task 140059 |        eval time =    3898.42 ms /   256 tokens (   15.29 ms per token,    65.41 tokens per second)
51.54.533.147 I slot print_timing: id  0 | task 140059 |       total time =    4821.28 ms /  1752 tokens
51.54.533.149 I slot print_timing: id  0 | task 140059 |    graphs reused =     136240
51.54.533.307 I slot      release: id  0 | task 140059 | stop processing: n_tokens = 1751, truncated = 0
51.54.551.331 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3108276418
51.54.552.962 I slot launch_slot_: id  0 | task 140321 | processing task, is_child = 0
51.58.849.400 I slot print_timing: id  0 | task 140321 | n_gen =    100, tg =  31.43 t/s, tg_3s =  31.75 t/s
51.59.633.405 I slot print_timing: id  0 | task 140321 | prompt eval time =    1147.03 ms /  1822 tokens (    0.63 ms per token,  1588.45 tokens per second)
51.59.633.423 I slot print_timing: id  0 | task 140321 |        eval time =    3933.37 ms /   143 tokens (   27.70 ms per token,    36.10 tokens per second)
51.59.633.425 I slot print_timing: id  0 | task 140321 |       total time =    5080.40 ms /  1965 tokens
51.59.633.427 I slot print_timing: id  0 | task 140321 |    graphs reused =     136385
51.59.633.707 I slot      release: id  0 | task 140321 | stop processing: n_tokens = 1964, truncated = 0
51.59.645.596 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3113376817
51.59.646.202 I slot launch_slot_: id  0 | task 140471 | processing task, is_child = 0
52.01.144.867 I slot print_timing: id  0 | task 140471 | prompt eval time =     579.86 ms /   729 tokens (    0.80 ms per token,  1257.20 tokens per second)
52.01.144.882 I slot print_timing: id  0 | task 140471 |        eval time =     918.62 ms /    59 tokens (   15.84 ms per token,    63.14 tokens per second)
52.01.144.884 I slot print_timing: id  0 | task 140471 |       total time =    1498.47 ms /   788 tokens
52.01.144.886 I slot print_timing: id  0 | task 140471 |    graphs reused =     136442
52.01.144.999 I slot      release: id  0 | task 140471 | stop processing: n_tokens = 787, truncated = 0
52.01.170.733 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3114888109
52.01.171.102 I slot launch_slot_: id  0 | task 140534 | processing task, is_child = 0
52.04.927.701 I slot print_timing: id  0 | task 140534 | prompt eval time =     776.18 ms /  1316 tokens (    0.59 ms per token,  1695.49 tokens per second)
52.04.927.712 I slot print_timing: id  0 | task 140534 |        eval time =    2980.39 ms /   197 tokens (   15.21 ms per token,    65.76 tokens per second)
52.04.927.714 I slot print_timing: id  0 | task 140534 |       total time =    3756.56 ms /  1513 tokens
52.04.927.715 I slot print_timing: id  0 | task 140534 |    graphs reused =     136640
52.04.927.876 I slot      release: id  0 | task 140534 | stop processing: n_tokens = 1512, truncated = 0
52.04.951.307 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3118670986
52.04.952.411 I slot launch_slot_: id  0 | task 140737 | processing task, is_child = 0
52.08.957.484 I slot print_timing: id  0 | task 140737 | n_gen =    102, tg =  33.66 t/s, tg_3s =  34.00 t/s
52.09.713.756 I slot print_timing: id  0 | task 140737 | prompt eval time =    1004.87 ms /  1583 tokens (    0.63 ms per token,  1575.33 tokens per second)
52.09.713.773 I slot print_timing: id  0 | task 140737 |        eval time =    3756.44 ms /   145 tokens (   26.09 ms per token,    38.33 tokens per second)
52.09.713.775 I slot print_timing: id  0 | task 140737 |       total time =    4761.31 ms /  1728 tokens
52.09.713.776 I slot print_timing: id  0 | task 140737 |    graphs reused =     136786
52.09.713.968 I slot      release: id  0 | task 140737 | stop processing: n_tokens = 1727, truncated = 0
52.09.725.742 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3123457078
52.09.726.378 I slot launch_slot_: id  0 | task 140888 | processing task, is_child = 0
52.11.223.128 I slot print_timing: id  0 | task 140888 | prompt eval time =     415.04 ms /   545 tokens (    0.76 ms per token,  1313.13 tokens per second)
52.11.223.141 I slot print_timing: id  0 | task 140888 |        eval time =    1081.67 ms /    71 tokens (   15.45 ms per token,    64.71 tokens per second)
52.11.223.143 I slot print_timing: id  0 | task 140888 |       total time =    1496.71 ms /   616 tokens
52.11.223.145 I slot print_timing: id  0 | task 140888 |    graphs reused =     136855
52.11.223.262 I slot      release: id  0 | task 140888 | stop processing: n_tokens = 615, truncated = 0
52.11.248.775 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3124966372
52.11.249.371 I slot launch_slot_: id  0 | task 140963 | processing task, is_child = 0
52.14.832.470 I slot print_timing: id  0 | task 140963 | prompt eval time =     852.84 ms /  1470 tokens (    0.58 ms per token,  1723.66 tokens per second)
52.14.832.483 I slot print_timing: id  0 | task 140963 |        eval time =    2730.17 ms /   176 tokens (   15.60 ms per token,    64.10 tokens per second)
52.14.832.485 I slot print_timing: id  0 | task 140963 |       total time =    3583.01 ms /  1646 tokens
52.14.832.487 I slot print_timing: id  0 | task 140963 |    graphs reused =     137031
52.14.832.682 I slot      release: id  0 | task 140963 | stop processing: n_tokens = 1645, truncated = 0
52.14.853.228 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3128575793
52.14.854.319 I slot launch_slot_: id  0 | task 141145 | processing task, is_child = 0
52.19.038.660 I slot print_timing: id  0 | task 141145 | n_gen =    104, tg =  34.18 t/s, tg_3s =  34.51 t/s
52.19.807.108 I slot print_timing: id  0 | task 141145 | prompt eval time =    1171.09 ms /  1716 tokens (    0.68 ms per token,  1465.30 tokens per second)
52.19.807.228 I slot print_timing: id  0 | task 141145 |        eval time =    3781.66 ms /   148 tokens (   25.73 ms per token,    38.87 tokens per second)
52.19.807.230 I slot print_timing: id  0 | task 141145 |       total time =    4952.75 ms /  1864 tokens
52.19.807.232 I slot print_timing: id  0 | task 141145 |    graphs reused =     137180
52.19.807.786 I slot      release: id  0 | task 141145 | stop processing: n_tokens = 1863, truncated = 0
52.19.818.699 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3133550896
52.19.819.442 I slot launch_slot_: id  0 | task 141300 | processing task, is_child = 0
52.21.749.512 I slot print_timing: id  0 | task 141300 | prompt eval time =     589.52 ms /   704 tokens (    0.84 ms per token,  1194.19 tokens per second)
52.21.749.521 I slot print_timing: id  0 | task 141300 |        eval time =    1340.51 ms /    83 tokens (   16.35 ms per token,    61.17 tokens per second)
52.21.749.523 I slot print_timing: id  0 | task 141300 |       total time =    1930.03 ms /   787 tokens
52.21.749.525 I slot print_timing: id  0 | task 141300 |    graphs reused =     137261
52.21.749.622 I slot      release: id  0 | task 141300 | stop processing: n_tokens = 786, truncated = 0
52.21.775.316 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3135492732
52.21.775.968 I slot launch_slot_: id  0 | task 141387 | processing task, is_child = 0
52.25.583.656 I slot print_timing: id  0 | task 141387 | n_gen =    196, tg =  64.99 t/s, tg_3s =  65.32 t/s
52.27.416.684 I slot print_timing: id  0 | task 141387 | prompt eval time =     806.87 ms /  1340 tokens (    0.60 ms per token,  1660.73 tokens per second)
52.27.416.697 I slot print_timing: id  0 | task 141387 |        eval time =    4833.79 ms /   317 tokens (   15.30 ms per token,    65.37 tokens per second)
52.27.416.700 I slot print_timing: id  0 | task 141387 |       total time =    5640.67 ms /  1657 tokens
52.27.416.702 I slot print_timing: id  0 | task 141387 |    graphs reused =     137578
52.27.416.869 I slot      release: id  0 | task 141387 | stop processing: n_tokens = 1656, truncated = 0
52.27.433.000 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3141159979
52.27.434.518 I slot launch_slot_: id  0 | task 141710 | processing task, is_child = 0
52.31.620.906 I slot print_timing: id  0 | task 141710 | n_gen =    112, tg =  35.66 t/s, tg_3s =  35.98 t/s
52.32.217.502 I slot print_timing: id  0 | task 141710 | prompt eval time =    1073.89 ms /  1727 tokens (    0.62 ms per token,  1608.16 tokens per second)
52.32.217.512 I slot print_timing: id  0 | task 141710 |        eval time =    3709.05 ms /   144 tokens (   25.94 ms per token,    38.55 tokens per second)
52.32.217.514 I slot print_timing: id  0 | task 141710 |       total time =    4782.95 ms /  1871 tokens
52.32.217.515 I slot print_timing: id  0 | task 141710 |    graphs reused =     137723
52.32.217.719 I slot      release: id  0 | task 141710 | stop processing: n_tokens = 1870, truncated = 0
52.32.252.869 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3145960829
52.32.253.912 I slot launch_slot_: id  0 | task 141861 | processing task, is_child = 0
52.36.114.397 I slot print_timing: id  0 | task 141861 | prompt eval time =    1027.20 ms /  1636 tokens (    0.63 ms per token,  1592.68 tokens per second)
52.36.114.409 I slot print_timing: id  0 | task 141861 |        eval time =    2833.18 ms /   180 tokens (   15.83 ms per token,    63.18 tokens per second)
52.36.114.411 I slot print_timing: id  0 | task 141861 |       total time =    3860.38 ms /  1816 tokens
52.36.114.413 I slot print_timing: id  0 | task 141861 |    graphs reused =     137904
52.36.114.593 I slot      release: id  0 | task 141861 | stop processing: n_tokens = 1815, truncated = 0
52.36.134.506 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3149857703
52.36.135.279 I slot launch_slot_: id  0 | task 142047 | processing task, is_child = 0
52.40.219.003 I slot print_timing: id  0 | task 142047 | prompt eval time =    1206.98 ms /  1886 tokens (    0.64 ms per token,  1562.57 tokens per second)
52.40.219.021 I slot print_timing: id  0 | task 142047 |        eval time =    2876.70 ms /   150 tokens (   19.31 ms per token,    51.80 tokens per second)
52.40.219.023 I slot print_timing: id  0 | task 142047 |       total time =    4083.68 ms /  2036 tokens
52.40.219.027 I slot print_timing: id  0 | task 142047 |    graphs reused =     138056
52.40.219.279 I slot      release: id  0 | task 142047 | stop processing: n_tokens = 2035, truncated = 0
52.40.256.861 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3153962390
52.40.257.786 I slot launch_slot_: id  0 | task 142204 | processing task, is_child = 0
52.44.278.662 I slot print_timing: id  0 | task 142204 | n_gen =    202, tg =  66.80 t/s, tg_3s =  67.13 t/s
52.46.819.949 I slot print_timing: id  0 | task 142204 | prompt eval time =    1011.80 ms /  1700 tokens (    0.60 ms per token,  1680.17 tokens per second)
52.46.819.965 I slot print_timing: id  0 | task 142204 |        eval time =    5550.32 ms /   372 tokens (   14.96 ms per token,    66.84 tokens per second)
52.46.819.967 I slot print_timing: id  0 | task 142204 |       total time =    6562.12 ms /  2072 tokens
52.46.819.969 I slot print_timing: id  0 | task 142204 |    graphs reused =     138428
52.46.820.244 I slot      release: id  0 | task 142204 | stop processing: n_tokens = 2071, truncated = 0
52.46.838.571 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3160563354
52.46.839.904 I slot launch_slot_: id  0 | task 142582 | processing task, is_child = 0
52.50.654.906 I slot print_timing: id  0 | task 142582 | prompt eval time =    1268.94 ms /  2142 tokens (    0.59 ms per token,  1688.02 tokens per second)
52.50.654.917 I slot print_timing: id  0 | task 142582 |        eval time =    2546.02 ms /   150 tokens (   17.09 ms per token,    58.52 tokens per second)
52.50.654.919 I slot print_timing: id  0 | task 142582 |       total time =    3814.96 ms /  2292 tokens
52.50.654.921 I slot print_timing: id  0 | task 142582 |    graphs reused =     138581
52.50.655.179 I slot      release: id  0 | task 142582 | stop processing: n_tokens = 2291, truncated = 0
52.50.761.254 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3164398290
52.50.762.107 I slot launch_slot_: id  0 | task 142739 | processing task, is_child = 0
52.54.668.619 I slot print_timing: id  0 | task 142739 | n_gen =    196, tg =  64.84 t/s, tg_3s =  65.17 t/s
52.54.713.461 I slot print_timing: id  0 | task 142739 | prompt eval time =     898.89 ms /  1472 tokens (    0.61 ms per token,  1637.58 tokens per second)
52.54.713.473 I slot print_timing: id  0 | task 142739 |        eval time =    3052.42 ms /   199 tokens (   15.42 ms per token,    64.87 tokens per second)
52.54.713.476 I slot print_timing: id  0 | task 142739 |       total time =    3951.31 ms /  1671 tokens
52.54.713.478 I slot print_timing: id  0 | task 142739 |    graphs reused =     138780
52.54.713.639 I slot      release: id  0 | task 142739 | stop processing: n_tokens = 1670, truncated = 0
52.54.736.574 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3168456749
52.54.737.318 I slot launch_slot_: id  0 | task 142944 | processing task, is_child = 0
52.58.771.328 I slot print_timing: id  0 | task 142944 | prompt eval time =    1029.74 ms /  1741 tokens (    0.59 ms per token,  1690.71 tokens per second)
52.58.771.340 I slot print_timing: id  0 | task 142944 |        eval time =    3004.23 ms /   150 tokens (   20.16 ms per token,    49.60 tokens per second)
